timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-15T23:39:21,microbench,18b5c53a-8634-4939-8963-7eb90a96cfae,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,87.68000935800228,0.0004899579481959,5.588023447801633e-06,9.61619880170182,24.733064993210505,20.0,0.0002220162911166,0.0006024082597039,0.0004617231016166,0.0012861476524372,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,3.488372093023256,2.1627906976744184,12.665116279069768,7.924698230832122,N,1.0,0.0
2026-04-15T23:59:36,quanteda_bench_carbon,6b610e1e-5f79-4dee-af0b-19c07b740b63,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.1401310349974665,0.0006128021302427756,8.582505380351091e-05,9.615400161031838,21.538557765657867,20.0,0.00029093177705011075,0.0007128011257961087,0.0006048827428888519,0.0016086156457350718,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.5,14.233333333333334,8.89424196879069,N,1.0,0.0
