task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
4980f7df-cf3c-47ad-8b60-096e9586728b,2026-04-16T00:29:15,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.6076259360052063,1.7212723160079898e-05,6.600932734159695e-06,0.31515787438347675,9.594172235470634,20.0,8.314826602710788e-06,1.9613071246038505e-05,1.72557828444648e-05,4.5183680693214106e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
e01dddc9-cae4-4e9c-9ed7-1eba7afb0815,2026-04-16T00:29:19,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.4435730210025213,1.597191716809108e-05,6.53627323030291e-06,0.33118188755876293,9.609614019736021,20.0,7.86364410629013e-06,1.7765014211967856e-05,1.6297886288884917e-05,4.1926544607142876e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
d03a8014-3342-431b-a1f0-17d9584e304b,2026-04-16T00:29:23,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.6009773469995707,1.6310772523078776e-05,6.270985761702581e-06,0.3471359039300172,9.622787217634864,20.0,8.29740798560757e-06,1.7297236059976573e-05,1.7221401427781956e-05,4.281604547336606e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
12516fef-3536-4767-b603-ef6866fdf210,2026-04-16T00:29:26,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.4028003700004774,1.546643155427908e-05,6.436662015682652e-06,0.36306507727808224,9.63669039960465,20.0,7.764563922391709e-06,1.6763624521964893e-05,1.6071448133354524e-05,4.059963657771122e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
a3503e75-21da-48c7-b203-a6b293d2d949,2026-04-16T00:29:29,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.3989524700009497,1.6096196231327848e-05,6.709678789678455e-06,0.3789294956923077,9.65364339161138,20.0,7.74880948438185e-06,1.845473698602884e-05,1.6049232716694732e-05,4.2252779187105464e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
3cb0cb87-0866-444c-8534-728f21793950,2026-04-16T00:29:33,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.6555681719983113,1.7374114859339555e-05,6.542513343765891e-06,0.39472075278225255,9.67029766720469,20.0,8.42700502629346e-06,1.970529354200501e-05,1.747503798332122e-05,4.5607336551619715e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
3cde4a61-7ade-44c1-8716-fea1689060c5,2026-04-16T00:29:37,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.56710302799911,1.632429496241215e-05,6.358953084361645e-06,0.4104558232149915,9.684100959372794,20.0,8.205774740719935e-06,1.7613902979995988e-05,1.7031864377754086e-05,4.285154209847006e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
c9e05e31-97a9-461c-9217-a831d905e222,2026-04-16T00:29:40,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.4027558599991607,1.58134004256289e-05,6.581800310818098e-06,0.42615783051428574,9.699473855532679,20.0,7.755505351931765e-06,1.7687514149988814e-05,1.6067416055577503e-05,4.151043555749808e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
14a4de5e-7ea0-4b53-9f09-ce510c635a76,2026-04-16T00:29:44,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.6152772630011896,1.6953810604379788e-05,6.482594602412256e-06,0.441819756370798,9.714877013552261,20.0,8.351354159146646e-06,1.8853903971993713e-05,1.729877285555029e-05,4.450403098669054e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
7fe0e496-ac2d-4b90-9f67-afcf5376b3cf,2026-04-16T00:29:47,carbonbench,f4935005-e85c-4f62-897a-6800a8789462,2.579182118999597,1.6307235985873276e-05,6.322576651021794e-06,0.45740100727728816,9.728177663346258,20.0,8.241234895153138e-06,1.746390286000432e-05,1.7101624250022277e-05,4.2806762005179926e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
