task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
e5b405fb-817b-48c1-b0ba-9c51b11bce75,2026-04-16T00:27:47,carbonbench,385bb56a-301d-45a4-9bdf-e08b9c86810c,2.817921273999673,1.6858862292083325e-05,5.9825275433689425e-06,0.12872120611739132,8.557360563745508,20.0,7.989477725335982e-06,2.0611683156035454e-05,1.565362922778551e-05,4.425479010915695e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
affe113b-e2eb-478e-9a8c-8167c9e04685,2026-04-16T00:27:51,carbonbench,385bb56a-301d-45a4-9bdf-e08b9c86810c,2.9554631689970847,1.8543190764265104e-05,6.274090665992188e-06,0.14592355338878846,8.57529909490059,20.0,9.2370478029708e-06,2.0300571796028066e-05,1.9138560383321918e-05,4.867617998232076e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
8c349a42-b876-4298-85e0-c78684218eab,2026-04-16T00:27:55,carbonbench,385bb56a-301d-45a4-9bdf-e08b9c86810c,3.0432005370021216,1.976671767465831e-05,6.495303599928617e-06,0.16582851235234658,8.593906601264395,20.0,1.0997915408857392e-05,2.1212794747982322e-05,1.9677248038877044e-05,5.1887958195716755e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
988c2b1b-6291-4236-b78e-6d2cbb1163f6,2026-04-16T00:28:00,carbonbench,385bb56a-301d-45a4-9bdf-e08b9c86810c,3.159511867001129,1.9627635557247815e-05,6.212417041818356e-06,0.1829036169902703,8.611940301281924,20.0,9.779366114130077e-06,2.1482517185977823e-05,2.0260982055575992e-05,5.1522865355683946e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
025430de-4008-45e1-9090-e420700bc900,2026-04-16T00:28:04,carbonbench,385bb56a-301d-45a4-9bdf-e08b9c86810c,3.04717927800084,1.9842690027123687e-05,6.511763131430243e-06,0.20285617424460434,8.63048530888853,20.0,1.1112012978648705e-05,2.127751702202252e-05,1.969785686669641e-05,5.20873868673676e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
d7f964da-fa7c-4dfe-a9b0-a7686524c808,2026-04-16T00:28:08,carbonbench,385bb56a-301d-45a4-9bdf-e08b9c86810c,3.03983759899711,1.9574944494784994e-05,6.439438274449496e-06,0.21980264049694798,8.65068195702406,20.0,9.465301248245599e-06,2.231057340401632e-05,1.9608675799989e-05,5.138455045225097e-05,0.0,Germany,DEU,bavaria,,,Linux-6.8.0-107-generic-x86_64-with-glibc2.35,3.12.12,3.2.6,24,13th Gen Intel(R) Core(TM) i7-13700K,1,1 x NVIDIA GeForce RTX 3090 Ti,11.5658,48.1336,62.58024215698242,machine,0.0,0.0,0.0,0.0,N
